AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
KK Nagar,1985,2011-01-03,58,3,2,5,Normal Sale,No,1990-06-03,House,NoSeWa,Gravel,RH,2.8,2.0,3.0,2.64,366057,89041,9893420
Karapakkam,1031,2012-02-13,191,1,1,3,AbNormal,Yes,1998-02-16,House,ELO,Gravel,I,3.0,4.7,4.2,3.99,299082,64089,7121000
Velachery,1604,2010-06-04,121,2,1,4,Partial,No,1980-04-13,House,NoSewr ,Paved,A,3.4,2.2,3.1,2.77,221701,120352,6334300
Adyar,640,2006-11-30,120,1,1,2,AdjLand,Yes,1977-07-12,Commercial,ELO,No Access,I,4.4,4.3,2.4,3.38,305870,131087,8739135
Anna Nagar,1666,2015-01-01,136,1,1,4,AdjLand,Yes,1995-06-01,Others,ELO,No Access,RL,4.8,2.4,3.7,3.76,361551,254425,13390780
Karapakkam,770,2011-07-25,131,1,1,2,Partial,Yes,1962-06-08,Commercial,NoSewr ,Paved,C,2.7,5.0,2.0,3.11,261857,114962,6386750
T Nagar,1815,2010-07-30,23,2,1,5,AbNormal,Yes,1999-02-08,Commercial,NoSeWa,Paved,RL,3.3,2.0,3.1,2.885,804292,148159,21165570
KK Nagar,2203,2008-03-13,180,3,2,5,Normal Sale,Yes,1986-03-19,Commercial,AllPub,Paved,RL,3.4,2.1,3.9,3.21,866652,433326,18055240
Karapakkam,1194,2010-07-26,56,1,1,3,Partial,No,1976-03-08,House,NoSeWa,Gravel,RH,3.1,2.6,2.9,2.87,240556,117027,6501500
Velachery,1832,2011-04-18,26,3,2,5,AdjLand,No,1999-04-21,Others,AllPub,Gravel,RM,4.4,5.0,3.4,4.37,490750,176167,12583340
Karapakkam,639,2010-03-26,147,1,1,2,AbNormal,No,1983-02-04,Commercial,NoSewr ,Gravel,RH,3.7,4.1,2.4,3.3,263153,78235,7112250
Anna Nagar,1638,2008-12-06,177,1,1,4,AbNormal,No,1989-06-17,House,NoSewr ,No Access,RL,4.4,2.9,2.1,3.105,428358,98852,10983530
Velachery,1800,2009-01-04,88,2,1,4,Partial,No,1981-08-04,Commercial,ELO,Gravel,RM,2.8,4.9,4.7,4.32,550487,298836,15728210
Karapakkam,909,2011-06-28,141,1,1,3,AbNormal,Yes,1995-02-07,Commercial,AllPub,Paved,RM,3.6,4.9,3.0,3.75,317340,116358,10578000
Karapakkam,1184,2011-11-04,144,1,1,3,AbNormal,Yes,1975-04-20,House,AllPub,Gravel,RL,2.1,2.1,2.4,2.22,294875,92675,8425000
Velachery,1803,2006-07-24,96,3,2,5,AdjLand,Yes,1975-01-08,House,NoSewr ,Gravel,RL,3.7,4.1,3.0,3.67,346240,219285,11541320
Chrompet,713,2010-09-21,30,1,1,2,Family,No,1986-09-27,House,NoSeWa,Gravel,RM,4.5,4.1,4.3,4.28,204490,62920,7865000
Velachery,1624,2007-12-05,117,2,1,4,Family,Yes,1987-05-17,House,AllPub,No Access,A,5.0,2.2,3.5,3.29,261695,130847,7269300
Adyar,1077,2009-09-07,168,1,1,3,AbNormal,Yes,1981-07-16,Others,AllPub,Gravel,I,3.0,3.9,3.7,3.53,303853,98017,9801720
KK Nagar,1729,2008-01-07,112,2,1,4,Partial,No,1981-08-07,House,NoSewr ,Gravel,RH,4.6,5.0,3.0,4.08,444837,124554,8896740
Chrompet,1065,2007-07-02,117,1,1,3,Partial,No,1996-10-02,Commercial,NoSewr ,Gravel,RH,4.4,4.0,4.2,4.18,332404,135424,12311250
Anna Nagar,1671,2013-07-30,137,1,1,4,AdjLand,Yes,1987-06-08,House,NoSeWa,No Access,RL,2.6,5.0,2.8,3.28,465748,183848,12256520
Karapakkam,510,2009-11-12,99,1,1,2,AbNormal,Yes,1966-12-22,Others,NoSeWa,Paved,RM,2.8,4.0,2.2,2.92,302841,79002,6583500
Adyar,1181,2010-04-13,160,1,1,3,AdjLand,No,1986-04-19,House,AllPub,No Access,RH,4.9,3.4,4.1,4.2,325195,85578,8557760
Chrompet,758,2014-10-30,169,1,1,2,Normal Sale,No,1998-03-11,Commercial,NoSeWa,Paved,RH,4.2,3.8,4.8,4.22,254902,66086,9440800
KK Nagar,2156,2010-02-04,91,3,2,5,AbNormal,Yes,1995-06-04,Others,NoSeWa,Paved,RL,2.9,3.9,3.8,3.56,615372,313966,12558620
KK Nagar,2004,2008-06-13,106,3,2,5,AdjLand,Yes,1983-06-20,House,NoSeWa,Paved,RM,4.8,4.6,3.7,4.3,555436,120747,12074700
Chrompet,1067,2009-11-20,142,1,1,3,Partial,Yes,1983-11-27,House,ELO,Paved,RH,4.5,3.9,3.5,3.96,215777,41496,8299100
Chrompet,1085,2013-11-23,97,1,1,3,Family,No,1990-11-29,House,AllPub,Paved,RL,2.6,4.5,2.9,3.45,210871,50609,8434850
Adyar,1064,2011-03-20,75,1,1,3,Partial,No,2000-03-22,Commercial,NoSeWa,Gravel,RM,3.6,3.7,4.4,4.02,561539,168462,14038465
Chrompet,739,2007-08-10,142,1,1,2,Partial,No,1984-10-13,Commercial,AllPub,No Access,RM,3.8,3.7,4.1,3.85,282160,136215,9729650
Anna Nagar,1829,2014-08-31,67,2,1,5,AbNormal,Yes,1985-07-09,House,NoSeWa,Paved,RH,4.9,3.4,2.9,3.725,492458,239915,12627130
T Nagar,1637,2011-04-25,99,1,1,4,Family,Yes,1967-06-05,House,NoSeWa,No Access,RM,2.6,3.8,2.8,2.99,476207,95241,11905180
Adyar,763,2009-11-05,96,1,1,2,AbNormal,No,1974-05-20,Others,NoSewr ,Gravel,RL,3.1,3.2,2.6,2.87,327301,16365,8182525
Adyar,1138,2011-08-19,194,1,1,3,AbNormal,No,1988-08-24,House,NoSeWa,Paved,I,4.2,4.2,2.3,3.25,269645,69337,7704145
Anna Nagar,1724,2008-08-30,173,1,1,4,Partial,Yes,1986-05-09,House,NoSeWa,Gravel,RL,3.3,3.1,3.1,3.17,401541,220200,12952940
Chrompet,1017,2009-01-12,111,1,1,3,Normal Sale,Yes,1995-05-12,Others,NoSeWa,No Access,RL,4.6,4.2,3.2,4.02,296185,138837,9255790
Karapakkam,732,2010-08-25,56,1,1,2,AdjLand,No,1960-06-09,Others,ELO,Paved,C,4.4,2.6,2.4,3.06,139090,95376,3974000
Velachery,1926,2004-08-29,24,3,2,5,Normal Sale,No,1963-09-09,Others,ELO,Paved,I,2.6,5.0,3.7,4.01,379105,142164,9477620
Chrompet,958,2012-08-30,134,1,1,3,AdjLand,No,1988-05-09,Others,NoSewr ,Gravel,RL,2.0,4.4,4.8,3.8,232967,46593,9318660
Velachery,1938,2011-04-25,14,3,2,5,Family,No,1967-06-05,Others,AllPub,No Access,C,3.3,3.8,3.0,3.44,291509,133261,8328830
Karapakkam,1362,2009-11-07,91,2,2,4,AbNormal,No,1971-07-21,Others,ELO,Paved,RM,3.2,3.0,5.0,3.86,259106,66866,8358250
Velachery,1627,2007-10-06,192,2,1,4,AdjLand,No,1992-06-13,Others,AllPub,No Access,I,3.1,4.0,3.4,3.6,332458,96238,8748900
Karapakkam,737,2009-12-20,32,1,1,2,Partial,No,1975-12-29,House,NoSewr ,Gravel,RL,3.2,3.0,3.8,3.38,295470,120600,6030000
Chrompet,726,2007-05-08,27,1,1,2,AdjLand,No,1987-10-08,Commercial,AllPub,Gravel,RM,2.4,2.4,2.8,2.52,291923,145961,11227800
KK Nagar,2189,2011-07-01,96,3,2,5,Normal Sale,Yes,1994-11-01,House,NoSewr ,Paved,RH,2.2,2.2,2.6,2.36,345109,178121,11132540
Adyar,890,2011-02-21,179,1,1,3,AbNormal,Yes,1980-02-29,Commercial,NoSeWa,No Access,RH,3.5,2.9,2.0,2.63,331376,154642,11045865
Chrompet,810,2011-07-04,71,1,1,3,Family,No,2002-09-04,House,NoSewr ,No Access,RM,2.1,4.9,3.5,3.64,234402,98298,7561350
Karapakkam,1592,2009-09-19,95,2,2,4,Partial,Yes,2002-09-21,House,NoSewr ,No Access,A,4.4,4.3,5.0,4.61,308796,64333,6433250
Adyar,1245,2009-10-21,184,2,2,4,AdjLand,No,2000-10-23,Others,ELO,Paved,A,4.5,4.1,3.3,3.82,258919,66818,8352235
KK Nagar,1479,2009-05-05,19,2,1,4,Family,No,1987-11-05,Commercial,NoSeWa,Gravel,RL,3.8,3.0,3.7,3.52,416827,156310,13025840
Chrompet,1259,2012-09-08,157,2,1,4,AdjLand,Yes,1978-08-18,Others,NoSeWa,Gravel,RM,2.9,4.0,3.4,3.49,300438,180263,12017530
KK Nagar,2042,2009-10-22,70,3,2,5,Family,Yes,1994-10-26,Others,AllPub,Paved,RL,4.7,4.0,4.4,4.37,619327,284890,12386540
Karapakkam,663,2009-10-21,95,1,1,2,AdjLand,Yes,1982-10-28,Commercial,AllPub,Gravel,RM,5.0,2.4,4.2,3.9,467098,139136,9938250
KK Nagar,2439,2009-03-01,41,4,2,6,Partial,Yes,2002-05-01,Others,AllPub,Paved,RL,4.5,3.8,5.0,4.49,427016,123972,13774720
T Nagar,1888,2009-05-22,52,2,1,5,Partial,Yes,1967-02-06,Others,ELO,No Access,RM,2.4,3.9,2.6,2.865,463387,168504,14042030
Karapakkam,1655,2012-07-03,15,2,2,4,Family,Yes,1986-03-14,Commercial,AllPub,No Access,I,3.7,3.8,2.1,3.09,409413,116975,11697500
Adyar,1197,2007-01-04,48,1,1,3,AdjLand,Yes,1978-08-04,Others,NoSewr ,No Access,A,3.3,2.3,3.0,2.95,251597,89276,8116035
Adyar,966,2009-10-23,175,1,1,3,Partial,Yes,2004-10-24,Commercial,NoSewr ,No Access,RL,4.6,2.3,2.1,2.89,427872,113260,12584475
Karapakkam,807,2009-02-12,42,1,1,2,AdjLand,No,1977-10-12,Others,NoSeWa,No Access,C,2.3,2.0,3.8,2.81,158125,43484,3953125
Chrompet,862,2014-08-01,192,1,1,3,Partial,Yes,1998-12-01,Commercial,NoSeWa,Paved,RL,3.4,3.6,4.5,3.81,325842,34912,11637200
Velachery,1625,2007-05-28,78,2,1,4,AdjLand,No,1994-05-31,Commercial,AllPub,No Access,RL,3.3,3.4,2.3,3.05,420396,112106,14013210
Chrompet,1143,2008-11-08,153,1,1,3,AbNormal,No,1986-08-17,Commercial,AllPub,Paved,RH,4.0,3.9,3.6,3.84,338183,112728,12525300
Chrompet,967,2007-11-18,116,1,1,3,AdjLand,Yes,1995-11-21,Commercial,ELO,Gravel,RM,2.5,2.4,4.5,3.06,407868,42193,14064400
Chrompet,1168,2012-07-25,116,1,1,3,Family,Yes,1974-04-08,Commercial,ELO,Paved,RH,3.9,4.1,4.1,4.04,404981,39192,13063900
Velachery,1744,2007-02-15,55,2,1,4,AbNormal,No,2000-02-17,Commercial,NoSewr ,No Access,RM,4.4,4.8,4.5,4.61,574569,302405,15120240
Velachery,1966,2011-05-03,95,3,2,5,AbNormal,No,1997-08-03,Others,AllPub,Gravel,RH,2.0,2.9,3.9,2.98,454169,204376,11354230
Velachery,1722,2009-02-16,112,2,1,4,AbNormal,Yes,1992-02-21,Others,NoSewr ,No Access,RL,3.7,4.7,2.1,3.67,332597,171663,10728940
Velachery,1541,2004-01-18,165,2,1,4,Normal Sale,Yes,1952-01-31,Others,AllPub,Paved,A,2.9,2.2,3.9,2.89,266963,164889,7851840
KK Nagar,1409,2009-04-16,85,2,1,4,Normal Sale,No,1986-04-22,House,NoSewr ,Paved,RL,4.8,4.0,4.7,4.52,282007,111094,8545660
KK Nagar,1936,2008-10-22,67,3,2,5,Family,Yes,1997-10-25,Commercial,AllPub,Paved,RL,2.0,2.2,3.3,2.58,761292,165498,16549820
KK Nagar,2474,2008-09-24,113,4,2,6,Partial,No,1997-09-27,Others,NoSeWa,Gravel,RL,2.1,2.4,3.9,2.91,439059,232443,12913500
Chrompet,1217,2006-11-16,140,2,1,4,AbNormal,No,1969-11-25,House,NoSewr ,Paved,RL,4.8,4.0,4.1,4.27,238392,44147,8829350
Chrompet,1057,2012-06-18,143,1,1,3,AdjLand,Yes,1983-06-26,Commercial,NoSeWa,Gravel,RL,2.0,2.9,4.1,2.99,402379,194252,13875150
Chrompet,955,2007-04-30,98,1,1,3,Normal Sale,No,1985-05-05,Commercial,ELO,Gravel,RM,4.9,4.3,3.8,4.33,340484,176547,12610500
T Nagar,1608,2014-04-06,140,1,1,4,AdjLand,Yes,1975-06-14,Commercial,NoSewr ,No Access,RM,4.3,2.5,2.9,3.22,580775,271029,19359180
Chrompet,1010,2007-04-08,200,1,1,3,Family,No,1969-08-13,House,AllPub,No Access,RL,5.0,3.5,4.9,4.37,213675,58945,7368100
Chrompet,1170,2013-10-28,177,1,1,3,Family,No,1979-06-11,Commercial,NoSewr ,Gravel,RM,4.4,2.6,4.6,3.74,350728,196407,14029100
Karapakkam,982,2009-09-28,177,1,1,3,Family,Yes,1965-09-10,Others,NoSeWa,Paved,A,4.5,4.7,2.1,3.6,160904,125706,5028250
Karapakkam,763,2010-04-05,126,1,1,2,Family,No,1982-11-05,House,NoSeWa,Paved,RM,5.0,2.1,4.1,3.77,227574,132752,6321500
Adyar,778,2007-06-17,164,1,1,2,AbNormal,No,1974-06-25,House,ELO,Paved,I,2.8,3.7,2.2,2.68,210837,64423,5856595
Karapakkam,1502,2010-08-22,193,2,2,4,Normal Sale,Yes,1991-08-27,House,NoSeWa,Paved,I,2.7,4.4,4.1,3.77,289534,93903,7825250
Adyar,1110,2009-07-03,53,1,1,3,Family,Yes,1997-10-03,Others,NoSewr ,No Access,RM,4.0,3.0,3.6,3.6,417627,160626,10708380
Chrompet,759,2007-10-05,50,1,1,2,Family,No,1978-05-17,Others,AllPub,No Access,RM,4.1,2.5,2.0,2.83,191677,88466,7372180
Anna Nagar,1789,2012-06-17,11,1,1,4,Normal Sale,Yes,1978-06-26,Commercial,NoSeWa,Gravel,RM,4.9,2.6,2.6,3.405,860513,279667,21512830
Velachery,1884,2009-05-10,73,3,2,5,Partial,Yes,1988-10-10,Commercial,ELO,No Access,RL,2.9,2.2,2.1,2.35,574735,186400,15533370
Chrompet,1181,2010-08-27,145,1,1,3,AdjLand,Yes,2001-08-29,Others,ELO,Gravel,RL,2.6,4.4,3.6,3.62,363901,147835,11371920
KK Nagar,1567,2011-06-21,199,2,1,4,Partial,No,1999-06-24,Others,NoSeWa,Gravel,RM,2.2,2.5,4.5,3.21,353225,145446,10388980
Karapakkam,686,2011-03-23,71,1,1,2,Partial,No,1974-01-04,House,NoSewr ,No Access,RL,3.9,3.8,4.3,4.03,190510,42865,4762750
Velachery,1630,2008-06-21,86,2,1,4,Family,No,1985-06-27,Others,AllPub,No Access,RH,2.8,3.7,3.1,3.3,312819,69515,8689410
KK Nagar,1503,2009-04-08,121,2,1,4,Partial,Yes,1998-07-08,House,NoSewr ,Gravel,RM,3.9,4.8,4.0,4.21,496369,183441,10790620
Velachery,1754,2004-06-13,94,2,1,4,Normal Sale,Yes,1986-06-18,Others,AllPub,Paved,RL,2.1,2.5,2.6,2.43,401869,172229,11481960
Karapakkam,1299,2011-03-15,87,1,1,3,Normal Sale,No,1962-03-27,Commercial,ELO,Paved,C,4.8,2.1,4.3,3.79,355169,66078,8259750
Chrompet,983,2013-07-26,8,1,1,3,AdjLand,Yes,1983-03-08,Others,AllPub,No Access,RL,4.3,3.6,3.9,3.9,252353,65425,9346410
T Nagar,1708,2011-10-17,156,1,1,4,AbNormal,Yes,1977-10-25,Commercial,ELO,Gravel,RM,3.7,4.5,2.6,3.405,729450,229256,20841430
Chrompet,1230,2011-10-04,17,2,1,4,Normal Sale,Yes,1989-04-15,Commercial,NoSeWa,Gravel,RL,3.4,2.2,3.9,3.07,498911,120948,15118500
Velachery,1760,2010-02-21,30,2,1,4,AdjLand,Yes,2005-02-22,Commercial,ELO,Gravel,C,4.8,3.2,4.3,3.93,501679,288846,15202400
Chrompet,1180,2010-08-30,176,1,1,3,Normal Sale,Yes,1971-09-09,House,NoSeWa,Paved,RH,2.0,2.0,2.2,2.06,224335,34513,8628250
T Nagar,1915,2008-09-17,195,2,1,5,AbNormal,Yes,1970-09-27,Others,NoSewr ,Paved,RM,3.6,3.4,3.8,3.64,573005,185839,15486610
Karapakkam,1533,2010-02-04,181,2,2,4,Normal Sale,No,1962-04-14,Commercial,NoSeWa,No Access,RM,3.0,3.4,3.9,3.48,375441,182032,11377000
Karapakkam,534,2010-11-04,181,1,1,2,Partial,No,1981-04-18,Others,AllPub,Gravel,RH,4.5,2.9,4.0,3.82,268900,96804,5378000
KK Nagar,1404,2009-06-26,36,2,1,4,Partial,Yes,1987-02-07,House,AllPub,Gravel,RM,3.1,4.6,2.5,3.31,496063,155020,10334640
Chrompet,949,2007-12-06,90,1,1,3,Normal Sale,Yes,1994-06-15,House,ELO,No Access,RH,4.4,4.9,2.9,4.15,202149,54425,7774950
Velachery,1876,2009-06-29,117,3,2,5,Partial,No,1994-03-07,House,NoSewr ,No Access,RL,3.9,2.6,3.3,3.14,313995,129292,9235150
Chrompet,753,2008-03-08,56,1,1,2,AdjLand,Yes,1968-08-13,House,AllPub,Gravel,RM,3.6,3.3,2.4,3.12,305798,46333,9266600
Chrompet,993,2012-09-30,66,1,1,3,AdjLand,Yes,1992-05-10,House,NoSewr ,No Access,RM,3.2,3.3,2.1,2.91,310352,47023,9404600
Karapakkam,1257,2011-10-31,72,1,1,3,Partial,No,2003-02-11,House,AllPub,Gravel,I,3.2,3.1,2.4,2.85,270860,60944,6771500
Chrompet,1280,2008-10-22,180,2,1,4,Partial,Yes,1982-10-29,Commercial,NoSeWa,Paved,RM,2.0,3.7,4.6,3.46,428722,244984,15311500
KK Nagar,1337,2012-02-19,120,2,1,4,AbNormal,Yes,1996-02-23,House,AllPub,Gravel,RH,3.6,2.8,4.7,3.8,366207,178408,9389920
KK Nagar,2325,2010-03-14,99,4,2,6,AbNormal,No,1988-03-19,House,AllPub,Paved,RM,2.7,3.3,4.4,3.56,561577,286763,11948440
Velachery,1946,2008-05-19,130,3,2,5,Normal Sale,Yes,1987-05-25,Others,NoSewr ,No Access,RM,2.5,3.4,4.7,3.57,436654,181939,12129270
Anna Nagar,1719,2009-09-25,83,1,1,4,Family,Yes,1964-06-10,House,NoSewr ,Paved,RH,2.7,2.4,4.5,3.345,338768,70090,11681650
Velachery,1636,2010-05-23,152,2,1,4,Normal Sale,Yes,1973-01-06,Commercial,NoSeWa,Gravel,RL,2.1,2.4,5.0,3.11,532850,319710,15224290
Chrompet,1264,2007-06-24,173,2,1,4,AdjLand,Yes,1984-06-29,Commercial,AllPub,Paved,RL,4.3,4.8,2.5,3.96,495707,77454,15490850
Karapakkam,780,2011-12-10,127,1,1,2,Normal Sale,Yes,1981-10-19,Commercial,NoSewr ,Paved,I,3.5,3.7,2.0,2.96,281515,159779,7608500
KK Nagar,2178,2008-03-13,24,3,2,5,Family,No,1979-03-21,Commercial,AllPub,Paved,RM,2.7,3.9,4.0,3.58,742540,328099,17268380
Karapakkam,1232,2011-08-30,78,1,1,3,AbNormal,Yes,1986-05-09,Others,NoSewr ,No Access,RH,3.9,3.2,4.3,3.85,285029,67507,7500750
Karapakkam,762,2011-04-29,156,1,1,2,Normal Sale,No,1988-04-05,House,NoSewr ,No Access,C,3.9,3.0,3.9,3.63,147938,86598,3608250
T Nagar,1934,2010-10-02,192,2,1,5,Family,Yes,2001-12-02,House,NoSewr ,Paved,RL,4.1,3.1,2.1,2.95,392545,224312,14019480
Adyar,978,2008-10-08,172,1,1,3,AdjLand,No,1982-08-17,Commercial,NoSewr ,Paved,A,4.6,2.7,4.9,4.37,401064,71986,10283690
KK Nagar,2248,2009-05-26,162,4,2,6,AdjLand,No,1987-01-06,House,NoSeWa,Gravel,RH,2.2,2.1,4.9,3.25,411064,133318,11109840
Anna Nagar,1991,2008-01-14,123,2,1,5,AdjLand,No,1996-01-17,Commercial,ELO,Paved,RH,4.5,3.5,4.3,4.17,747262,213503,21350340
Karapakkam,573,2010-03-13,91,1,1,2,Partial,Yes,1978-03-21,House,AllPub,No Access,RL,2.4,2.6,3.6,2.94,240048,50243,5582500
KK Nagar,2496,2010-01-29,88,4,2,6,AbNormal,Yes,1982-05-02,Commercial,AllPub,Gravel,RL,3.6,4.2,3.9,3.9,667628,182080,20231160
KK Nagar,1931,2009-06-15,194,3,2,5,AbNormal,No,1993-06-19,Others,NoSeWa,Gravel,RH,3.4,4.2,4.7,4.16,441576,172322,10770140
Karapakkam,652,2012-02-13,126,1,1,2,Family,No,2006-02-14,House,NoSewr ,Gravel,C,2.0,3.4,4.1,3.26,177251,74632,4664500
Chrompet,770,2009-04-10,174,1,1,2,Normal Sale,Yes,1996-07-10,House,NoSeWa,Paved,RL,2.6,2.3,2.1,2.33,202169,97041,8086750
Karapakkam,1323,2011-02-05,76,1,1,3,Family,No,1980-09-05,Commercial,AllPub,Paved,RH,3.2,4.0,2.4,3.12,492413,150739,10049250
KK Nagar,2180,2008-12-30,78,3,2,5,Partial,No,1982-06-01,Others,NoSewr ,Paved,RL,4.6,3.9,2.5,3.55,382063,157320,11237140
KK Nagar,2458,2010-08-13,83,4,2,6,AdjLand,No,1982-08-20,Commercial,NoSewr ,Paved,RL,4.2,3.3,4.3,3.97,863115,318977,18763360
Velachery,1684,2008-01-24,87,2,1,4,AdjLand,Yes,1992-01-28,House,ELO,Gravel,I,2.2,4.8,4.9,4.18,353084,70617,10088120
Anna Nagar,1556,2014-11-13,120,1,1,4,AbNormal,No,2009-11-14,Commercial,AllPub,No Access,RM,4.2,2.8,4.6,4.01,731464,292586,18286600
Karapakkam,526,2011-11-17,45,1,1,2,Partial,Yes,1998-11-20,Commercial,NoSeWa,No Access,RL,3.7,2.3,4.6,3.64,326967,125222,6956750
Chrompet,714,2007-01-17,55,1,1,2,Normal Sale,Yes,1971-01-26,Commercial,ELO,No Access,RM,3.5,4.7,4.3,4.22,299060,82499,10312400
Karapakkam,748,2010-06-13,105,1,1,2,AbNormal,No,1976-06-21,Commercial,NoSeWa,No Access,I,4.7,3.5,3.1,3.7,273576,108291,5699500
Adyar,635,2009-09-19,133,1,1,2,Normal Sale,No,1969-09-29,Commercial,NoSeWa,No Access,A,4.6,3.2,3.8,3.92,235435,12074,6036800
Chrompet,1137,2011-04-19,155,1,1,3,Family,Yes,1992-04-23,Others,ELO,Paved,RL,3.6,4.8,4.4,4.32,314512,121746,10145540
Karapakkam,1132,2009-11-15,88,1,1,3,AbNormal,Yes,1993-11-19,House,NoSeWa,No Access,RL,4.1,2.4,3.6,3.39,273319,110805,7387000
Anna Nagar,1804,2013-07-14,5,2,1,5,Normal Sale,Yes,1992-07-19,Others,ELO,No Access,RH,2.8,3.6,2.2,2.76,339907,143807,13073340
KK Nagar,2327,2010-10-15,44,4,2,6,Normal Sale,No,1993-10-19,House,AllPub,Paved,RL,2.0,4.7,4.4,3.77,563252,183919,11494940
KK Nagar,1966,2011-09-02,111,3,2,5,Normal Sale,Yes,1991-02-14,Others,NoSeWa,Gravel,RL,3.2,2.6,4.6,3.58,458205,99071,12383920
Karapakkam,552,2011-05-30,167,1,1,2,Family,No,1990-04-06,Commercial,ELO,Paved,RL,2.3,3.7,4.5,3.6,278240,52998,6624750
KK Nagar,1862,2008-08-30,101,3,2,5,AbNormal,No,1992-03-09,Commercial,NoSewr ,Gravel,RH,4.7,2.1,5.0,4.04,724201,196138,15087520
Velachery,1640,2007-12-13,149,2,1,4,Normal Sale,Yes,1970-12-22,House,ELO,Paved,RM,2.2,3.3,2.1,2.67,360356,113255,10295890
Chrompet,1232,2013-02-24,30,2,1,4,AdjLand,Yes,1999-02-28,Commercial,AllPub,No Access,RM,4.2,4.5,2.6,3.84,416202,61660,15414900
Chrompet,799,2010-02-05,144,1,1,2,Family,Yes,1977-10-05,Others,NoSeWa,Gravel,RH,2.7,4.2,3.3,3.48,237016,138941,8172980
Karapakkam,1114,2010-08-02,200,1,1,3,AbNormal,No,1985-02-14,Others,NoSeWa,Paved,C,3.3,3.5,2.5,3.04,214420,80408,5360500
Karapakkam,1444,2011-08-31,135,2,2,4,AbNormal,No,1976-08-09,House,AllPub,Paved,I,2.5,4.7,4.4,3.92,257917,72746,6613250
KK Nagar,2369,2009-06-01,130,4,2,6,AdjLand,Yes,1999-09-01,House,NoSeWa,Gravel,RL,3.7,2.9,2.4,2.94,622769,304759,13250400
Karapakkam,1642,2012-11-03,191,2,2,4,AbNormal,No,1971-03-22,Commercial,NoSewr ,Paved,RM,4.8,4.2,4.2,4.38,423382,166787,12829750
Chrompet,771,2010-07-21,163,1,1,2,AbNormal,No,2002-07-23,Commercial,NoSeWa,Gravel,RL,4.7,2.5,4.5,3.76,343187,85797,10724600
Velachery,1595,2012-01-04,7,2,1,4,AdjLand,Yes,1998-05-04,House,AllPub,Gravel,C,4.7,2.3,4.9,3.68,380963,142861,9524080
T Nagar,1766,2012-08-03,11,1,1,4,AbNormal,Yes,1975-03-18,Commercial,ELO,No Access,RM,4.9,3.7,4.5,4.42,750484,324533,20283340
Velachery,1692,2005-08-22,85,2,1,4,Partial,Yes,1981-08-28,Others,ELO,Gravel,C,4.4,3.1,2.6,3.28,329950,169688,9427130
T Nagar,1827,2010-01-26,92,2,1,5,AdjLand,Yes,1974-04-02,Commercial,NoSeWa,Paved,RL,3.3,4.9,4.7,4.33,661565,256090,21340820
Chrompet,1256,2009-06-10,161,2,1,4,Normal Sale,No,1997-09-10,House,ELO,Paved,RH,2.1,3.6,3.2,3.03,273530,111121,8547800
Velachery,1892,2011-03-31,186,3,2,5,AdjLand,No,1965-11-04,House,NoSeWa,Gravel,RL,2.4,3.7,4.9,3.74,333209,208255,10412770
T Nagar,1541,2013-03-01,111,1,1,4,Family,Yes,1980-12-01,Commercial,NoSeWa,Paved,RL,2.9,3.6,3.5,3.345,709683,345743,18197010
Adyar,798,2007-02-22,148,1,1,2,Partial,No,1981-02-28,Others,ELO,Paved,I,2.2,4.3,4.5,3.77,209566,50804,6350490
Velachery,1845,2008-11-18,110,3,2,5,AbNormal,Yes,1956-01-12,Others,AllPub,Gravel,C,3.4,3.9,2.4,3.33,363745,161665,10104040
Anna Nagar,1519,2007-03-17,121,1,1,4,AbNormal,No,1975-03-25,Others,NoSewr ,Gravel,RL,2.2,4.8,3.8,3.49,419435,209717,12336310
Adyar,950,2008-10-05,16,1,1,3,AdjLand,Yes,1999-05-13,House,ELO,Gravel,RM,3.6,4.5,4.1,4.03,395220,142718,10978335
Karapakkam,910,2011-01-17,190,1,1,3,Normal Sale,No,2006-01-18,House,NoSeWa,Paved,RL,4.1,4.9,3.2,3.98,235261,114270,6721750
Karapakkam,828,2010-04-26,7,1,1,2,AdjLand,No,1988-01-05,Others,AllPub,No Access,RM,4.6,4.6,5.0,4.76,337488,91403,7031000
Anna Nagar,1551,2014-01-29,32,1,1,4,AbNormal,No,1981-06-02,House,NoSeWa,Gravel,RM,2.8,3.4,2.5,2.83,429306,202728,11925160
Chrompet,831,2014-05-16,15,1,1,3,AbNormal,Yes,1997-05-20,Others,AllPub,Paved,RM,2.1,4.3,3.0,3.25,311431,126519,9732220
Chrompet,1196,2007-12-13,13,1,1,3,Partial,No,1997-12-15,Commercial,NoSewr ,Paved,RH,3.6,3.2,4.8,3.8,358039,76723,12787100
Karapakkam,1589,2010-07-31,140,2,2,4,Normal Sale,No,1969-10-08,House,NoSewr ,Gravel,I,4.5,3.1,2.0,3.08,289690,72423,7242250
Anna Nagar,1874,2011-12-29,142,2,1,5,AdjLand,Yes,1983-05-01,House,AllPub,Gravel,RL,5.0,3.8,4.4,4.46,365900,146360,14635980
